Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"PCM1","Pericentriolar Material 1","Protein Coding","Q15154","54","GC08P017922","42.3883895874023","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCM1"
"PAX8-AS1","PAX8 Antisense RNA 1","RNA Gene","","26","GC02P148591","42.2467041015625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAX8-AS1"
"MIR125A","MicroRNA 125a","RNA Gene","","30","GC19P133539","41.936149597168","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR125A"
"IDH1","Isocitrate Dehydrogenase (NADP(+)) 1","Protein Coding","O75874","65","GC02M208236","41.4551391601563","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDH1"
"SDHA","Succinate Dehydrogenase Complex Flavoprotein Subunit A","Protein Coding","P31040","61","GC05P000235","41.3664207458496","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHA"
"KDR","Kinase Insert Domain Receptor","Protein Coding","P35968","66","GC04M055078","41.1638069152832","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDR"
"GAS8-AS1","GAS8 Antisense RNA 1","RNA Gene","O95177","33","GC16M090028","41.1293334960938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAS8-AS1"
"SMARCB1","SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily B, Member 1","Protein Coding","Q12824","59","GC22P023786","41.1228065490723","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCB1"
"MUC1","Mucin 1, Cell Surface Associated","Protein Coding","P15941","61","GC01M155185","41.0877532958984","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC1"
"CDKN2B","Cyclin Dependent Kinase Inhibitor 2B","Protein Coding","P42772","58","GC09M022002","40.8003997802734","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2B"
"SNHG12","Small Nucleolar RNA Host Gene 12","RNA Gene","Q9BXW3","31","GC01M032376","40.7567672729492","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG12"
"HAGLR","HOXD Antisense Growth-Associated Long Non-Coding RNA","RNA Gene","","26","GC02M176172","40.692756652832","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAGLR"
"BAX","BCL2 Associated X, Apoptosis Regulator","Protein Coding","Q07812","64","GC19P048954","40.5381698608398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAX"
"KRT20","Keratin 20","Protein Coding","P35900","52","GC17M040875","40.3248977661133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT20"
"TP63","Tumor Protein P63","Protein Coding","Q9H3D4","58","GC03P189598","40.1412620544434","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP63"
"MIR31","MicroRNA 31","RNA Gene","","29","GC09M022239","40.0259819030762","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR31"
"MIR214","MicroRNA 214","RNA Gene","","31","GC01M172234","39.9588966369629","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR214"
"DIRC3","Disrupted In Renal Carcinoma 3","RNA Gene","","27","GC02M217284","39.8854522705078","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIRC3"
"IL6","Interleukin 6","Protein Coding","P05231","63","GC07P022725","39.7159957885742","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL6"
"PBRM1","Polybromo 1","Protein Coding","Q86U86","58","GC03M052545","39.3688430786133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PBRM1"
"MIR181C","MicroRNA 181c","RNA Gene","","29","GC19P132486","39.1682357788086","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR181C"
"GPC3","Glypican 3","Protein Coding","P51654","59","GC0XM133535","39.1261100769043","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPC3"
"WT1","WT1 Transcription Factor","Protein Coding","P19544","61","GC11M032365","38.9869003295898","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WT1"
"CCAT1","Colon Cancer Associated Transcript 1","RNA Gene","","22","GC08M127207","38.9835815429688","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCAT1"
"RAF1","Raf-1 Proto-Oncogene, Serine/Threonine Kinase","Protein Coding","P04049","67","GC03M012583","38.8904075622559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAF1"
"IL2","Interleukin 2","Protein Coding","P60568","58","GC04M122451","38.8451919555664","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL2"
"MIR195","MicroRNA 195","RNA Gene","","28","GC17M088262","38.7370529174805","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR195"
"MIR205","MicroRNA 205","RNA Gene","","29","GC01P209432","38.7064247131348","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR205"
"IFNG","Interferon Gamma","Protein Coding","P01579","63","GC12M068154","38.6814193725586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNG"
"MINPP1","Multiple Inositol-Polyphosphate Phosphatase 1","Protein Coding","Q9UNW1","55","GC10P087504","38.6104049682617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MINPP1"
"PANDAR","Promoter Of CDKN1A Antisense DNA Damage Activated RNA","RNA Gene","","19","GC06M036673","38.578125","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PANDAR"
"STAT1","Signal Transducer And Activator Of Transcription 1","Protein Coding","P42224","66","GC02M190908","38.404426574707","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT1"
"MIR143","MicroRNA 143","RNA Gene","","33","GC05P155623","38.1545295715332","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR143"
"MIR181A2","MicroRNA 181a-2","RNA Gene","","29","GC09P124692","38.109073638916","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR181A2"
"DIO1","Iodothyronine Deiodinase 1","Protein Coding","P49895","52","GC01P053891","38.0139465332031","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIO1"
"TNF","Tumor Necrosis Factor","Protein Coding","P01375","65","GC06P156244","37.9956970214844","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNF"
"MIR34A","MicroRNA 34a","RNA Gene","","31","GC01M019769","37.9231224060059","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR34A"
"GOLGA5","Golgin A5","Protein Coding","Q8TBA6","48","GC14P092794","37.8496780395508","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOLGA5"
"RAD51C","RAD51 Paralog C","Protein Coding","O43502","55","GC17P058692","37.8484497070313","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD51C"
"NDUFA13","NADH:Ubiquinone Oxidoreductase Subunit A13","Protein Coding","Q9P0J0","56","GC19P019515","37.8273963928223","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA13"
"SRGAP1","SLIT-ROBO Rho GTPase Activating Protein 1","Protein Coding","Q7Z6B7","55","GC12P066001","37.8085441589355","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRGAP1"
"ERBB4","Erb-B2 Receptor Tyrosine Kinase 4","Protein Coding","Q15303","67","GC02M211375","37.5164985656738","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERBB4"
"BMPR1A","Bone Morphogenetic Protein Receptor Type 1A","Protein Coding","P36894","64","GC10P116052","37.4678039550781","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMPR1A"
"CD274","CD274 Molecule","Protein Coding","Q9NZQ7","58","GC09P005450","37.4521064758301","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD274"
"SETD2","SET Domain Containing 2, Histone Lysine Methyltransferase","Protein Coding","Q9BYW2","59","GC03M047033","37.3901100158691","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETD2"
"MIR126","MicroRNA 126","RNA Gene","","31","GC09P136670","37.2470169067383","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR126"
"LNCRNA-ATB","LncRNA Activated By TGF-Beta","RNA Gene","","15","GC14P052671","37.0890464782715","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LNCRNA-ATB"
"MIR200A","MicroRNA 200a","RNA Gene","","29","GC01P059855","36.6863975524902","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR200A"
"LGALS3","Galectin 3","Protein Coding","P17931","57","GC14P055124","36.6674346923828","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS3"
"LOC126806658","BRD4-Independent Group 4 Enhancer GRCh37_chr3:41265899-41267098","Functional Element","","11","GC03P041224","36.6292266845703","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC126806658"
"OGG1","8-Oxoguanine DNA Glycosylase","Protein Coding","O15527","59","GC03P024175","36.3270874023438","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OGG1"
"NKX2-5","NK2 Homeobox 5","Protein Coding","P52952","57","GC05M173232","36.2449913024902","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKX2-5"
"SECISBP2","SECIS Binding Protein 2","Protein Coding","Q96T21","53","GC09P089318","36.0886116027832","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SECISBP2"
"MIR200C","MicroRNA 200c","RNA Gene","","30","GC12P046792","36.0229339599609","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR200C"
"PGR","Progesterone Receptor","Protein Coding","P06401","62","GC11M133477","35.8656463623047","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGR"
"RAD51D","RAD51 Paralog D","Protein Coding","O75771","52","GC17M035092","35.8154640197754","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD51D"
"PIK3CG","Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Gamma","Protein Coding","P48736","62","GC07P106865","35.7486877441406","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CG"
"PTGS2","Prostaglandin-Endoperoxide Synthase 2","Protein Coding","P35354","62","GC01M186671","35.6880683898926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGS2"
"SERPINA7","Serpin Family A Member 7","Protein Coding","P05543","54","GC0XM106032","35.6231842041016","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINA7"
"MIR141","MicroRNA 141","RNA Gene","","30","GC12P046793","35.5651359558105","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR141"
"DIO2","Iodothyronine Deiodinase 2","Protein Coding","Q92813","52","GC14M080197","35.4064598083496","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIO2"
"PIK3R1","Phosphoinositide-3-Kinase Regulatory Subunit 1","Protein Coding","P27986","65","GC05P068215","35.3539657592773","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3R1"
"ERCC2","ERCC Excision Repair 2, TFIIH Core Complex Helicase Subunit","Protein Coding","P18074","61","GC19M045349","35.3232154846191","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC2"
"MIR148A","MicroRNA 148a","RNA Gene","","29","GC07M025950","35.2746658325195","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR148A"
"CEACAM5","CEA Cell Adhesion Molecule 5","Protein Coding","P06731","56","GC19P133123","35.2486152648926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEACAM5"
"LOC107303340","3p25 Von Hippel-Lindau Tumor Suppressor, E3 Ubiquitin Protein Ligase Alu-Mediated Recombination Region","Functional Element","","10","GC03P024219","35.156608581543","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC107303340"
"MIR199A1","MicroRNA 199a-1","RNA Gene","","29","GC19M010817","35.0854263305664","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR199A1"
"MIR139","MicroRNA 139","RNA Gene","","30","GC11M072615","34.8234558105469","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR139"
"KMT2D","Lysine Methyltransferase 2D","Protein Coding","O14686","56","GC12M049018","34.7038078308105","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KMT2D"
"RASSF1","Ras Association Domain Family Member 1","Protein Coding","Q9NS23","55","GC03M050329","34.4751319885254","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASSF1"
"MIRLET7C","MicroRNA Let-7c","RNA Gene","","31","GC21P019897","34.2346267700195","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7C"
"IGF1","Insulin Like Growth Factor 1","Protein Coding","P05019","61","GC12M102395","34.2048950195313","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF1"
"PTCH2","Patched 2","Protein Coding","Q9Y6C5","57","GC01M044819","34.1684265136719","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTCH2"
"RARB","Retinoic Acid Receptor Beta","Protein Coding","P10826","62","GC03P025081","34.1078872680664","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RARB"
"MMP2","Matrix Metallopeptidase 2","Protein Coding","P08253","66","GC16P105536","34.0194320678711","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP2"
"MMP9","Matrix Metallopeptidase 9","Protein Coding","P14780","66","GC20P046008","33.9944114685059","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP9"
"CYTOR","Cytoskeleton Regulator RNA","RNA Gene","","30","GC02P089642","33.9694213867188","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYTOR"
"MITF","Melanocyte Inducing Transcription Factor","Protein Coding","O75030","61","GC03P069740","33.9238586425781","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MITF"
"CD44","CD44 Molecule (IN Blood Group)","Protein Coding","P16070","61","GC11P035139","33.8909149169922","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD44"
"LOC126806630","CDK7 Strongly-Dependent Group 2 Enhancer GRCh37_chr3:24184437-24185636","Functional Element","","6","GC03P024142","33.7335243225098","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC126806630"
"MIR99A","MicroRNA 99a","RNA Gene","","30","GC21P016539","33.7210311889648","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR99A"
"RAD50","RAD50 Double Strand Break Repair Protein","Protein Coding","Q92878","62","GC05P132556","33.7052040100098","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD50"
"KEAP1","Kelch Like ECH Associated Protein 1","Protein Coding","Q14145","61","GC19M010486","33.6942443847656","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KEAP1"
"CHGA","Chromogranin A","Protein Coding","P10645","56","GC14P093923","33.4847259521484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHGA"
"IL10","Interleukin 10","Protein Coding","P22301","60","GC01M206767","33.2780494689941","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL10"
"MIR20A","MicroRNA 20a","RNA Gene","","29","GC13P091717","32.8965263366699","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR20A"
"IL1B","Interleukin 1 Beta","Protein Coding","P01584","60","GC02M112829","32.8939208984375","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1B"
"MIR200B","MicroRNA 200b","RNA Gene","","30","GC01P001167","32.8875732421875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR200B"
"RXRA","Retinoid X Receptor Alpha","Protein Coding","P19793","61","GC09P134317","32.8867492675781","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RXRA"
"ERC1","ELKS/RAB6-Interacting/CAST Family Member 1","Protein Coding","Q8IUD2","54","GC12P001028","32.8591690063477","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERC1"
"BIRC5","Baculoviral IAP Repeat Containing 5","Protein Coding","O15392","58","GC17P078214","32.8086242675781","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIRC5"
"MIR223","MicroRNA 223","RNA Gene","","30","GC0XP066018","32.7955856323242","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR223"
"ALB","Albumin","Protein Coding","P02768","61","GC04P073397","32.7880859375","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALB"
"MIR183","MicroRNA 183","RNA Gene","","27","GC07M129892","32.7779159545898","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR183"
"VDR","Vitamin D Receptor","Protein Coding","P11473","61","GC12M047841","32.7716178894043","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VDR"
"CDKN1C","Cyclin Dependent Kinase Inhibitor 1C","Protein Coding","P49918","58","GC11M013326","32.7023544311523","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN1C"
"FOXP3","Forkhead Box P3","Protein Coding","Q9BZS1","60","GC0XM049250","32.6974792480469","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXP3"
"EIF1AX","Eukaryotic Translation Initiation Factor 1A X-Linked","Protein Coding","P47813","52","GC0XM020124","32.6660614013672","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF1AX"
"ETV6","ETS Variant Transcription Factor 6","Protein Coding","P41212","59","GC12P011649","32.5516090393066","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ETV6"
"MIR150","MicroRNA 150","RNA Gene","","30","GC19M049500","32.5259323120117","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR150"
"TCO","Thyroid Carcinoma, Nonmedullary, With Cell Oxyphilia","Genetic Locus","","2","GC19U990208","32.4734687805176","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCO"
"MIR142","MicroRNA 142","RNA Gene","","30","GC17M058331","32.4605407714844","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR142"
"MIR204","MicroRNA 204","RNA Gene","","31","GC09M070809","32.4579887390137","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR204"
"CASP3","Caspase 3","Protein Coding","P42574","62","GC04M184627","32.403678894043","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP3"
"MRE11","MRE11 Homolog, Double Strand Break Repair Nuclease","Protein Coding","P49959","61","GC11M133418","32.3694839477539","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRE11"
"MIR210","MicroRNA 210","RNA Gene","","30","GC11M013222","32.3316421508789","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR210"
"IDH2","Isocitrate Dehydrogenase (NADP(+)) 2","Protein Coding","P48735","65","GC15M090083","32.2691307067871","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDH2"
"MIR138-2","MicroRNA 138-2","RNA Gene","","27","GC16P105586","32.2503890991211","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR138-2"
"MIR27A","MicroRNA 27a","RNA Gene","","31","GC19M100411","32.2077026367188","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR27A"
"BUB1B","BUB1 Mitotic Checkpoint Serine/Threonine Kinase B","Protein Coding","O60566","63","GC15P040161","32.0693054199219","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BUB1B"
"VIM","Vimentin","Protein Coding","P08670","63","GC10P017227","32.0448684692383","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VIM"
"FALEC","Focally Amplified Long Non-Coding RNA In Epithelial Cancer","RNA Gene","","25","GC01P170202","32.0201187133789","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FALEC"
"LINC00312","Long Intergenic Non-Protein Coding RNA 312","RNA Gene","Q9Y6C7","25","GC03P008571","31.9811477661133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00312"
"PKM","Pyruvate Kinase M1/2","Protein Coding","P14618","62","GC15M072199","31.9347267150879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKM"
"ICAM1","Intercellular Adhesion Molecule 1","Protein Coding","P05362","63","GC19P132284","31.890308380127","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ICAM1"
"SST","Somatostatin","Protein Coding","P61278","52","GC03M187668","31.8820362091064","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SST"
"FANCC","FA Complementation Group C","Protein Coding","Q00597","60","GC09M095099","31.86496925354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FANCC"
"IGF1R","Insulin Like Growth Factor 1 Receptor","Protein Coding","P08069","68","GC15P098648","31.8574924468994","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF1R"
"MIR182","MicroRNA 182","RNA Gene","","31","GC07M129770","31.8049545288086","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR182"
"AXIN1","Axin 1","Protein Coding","O15169","59","GC16M000287","31.8032264709473","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AXIN1"
