Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"MIR193A","MicroRNA 193a","RNA Gene","","29","GC17P031559","34.5658149719238","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR193A"
"TNF","Tumor Necrosis Factor","Protein Coding","P01375","65","GC06P156244","34.5120010375977","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNF"
"AFAP1-AS1","AFAP1 Antisense RNA 1","RNA Gene","","26","GC04P008385","34.4671859741211","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFAP1-AS1"
"CD274","CD274 Molecule","Protein Coding","Q9NZQ7","58","GC09P005450","34.4538841247559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD274"
"SNHG12","Small Nucleolar RNA Host Gene 12","RNA Gene","Q9BXW3","31","GC01M032376","34.2776222229004","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG12"
"SRGAP1","SLIT-ROBO Rho GTPase Activating Protein 1","Protein Coding","Q7Z6B7","55","GC12P066001","33.9541091918945","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRGAP1"
"POLD1","DNA Polymerase Delta 1, Catalytic Subunit","Protein Coding","P28340","59","GC19P133473","33.8669509887695","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLD1"
"ARID1A","AT-Rich Interaction Domain 1A","Protein Coding","O14497","58","GC01P026693","33.8375511169434","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARID1A"
"DIO2","Iodothyronine Deiodinase 2","Protein Coding","Q92813","52","GC14M080197","33.817455291748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIO2"
"MIR145","MicroRNA 145","RNA Gene","","32","GC05P149430","33.7677917480469","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR145"
"PTCSC1","Papillary Thyroid Carcinoma Susceptibility Candidate 1","RNA Gene","","20","GC08P133054","33.6581611633301","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTCSC1"
"ERBB3","Erb-B2 Receptor Tyrosine Kinase 3","Protein Coding","P21860","67","GC12P065362","33.5956497192383","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERBB3"
"CREBBP","CREB Binding Protein","Protein Coding","Q92793","67","GC16M027070","33.4906349182129","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREBBP"
"EP300","E1A Binding Protein P300","Protein Coding","Q09472","65","GC22P081600","33.4157333374023","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EP300"
"SERPINA7","Serpin Family A Member 7","Protein Coding","P05543","54","GC0XM106032","33.4151039123535","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINA7"
"MIR138-1","MicroRNA 138-1","RNA Gene","","29","GC03P044115","33.3451881408691","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR138-1"
"LGALS3","Galectin 3","Protein Coding","P17931","57","GC14P055124","33.3321075439453","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS3"
"PTPN11","Protein Tyrosine Phosphatase Non-Receptor Type 11","Protein Coding","Q06124","66","GC12P112418","33.2859230041504","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN11"
"MIR181C","MicroRNA 181c","RNA Gene","","29","GC19P132486","33.2244720458984","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR181C"
"BAX","BCL2 Associated X, Apoptosis Regulator","Protein Coding","Q07812","64","GC19P048954","33.1972885131836","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAX"
"XIST","X Inactive Specific Transcript","RNA Gene","","32","GC0XM073820","33.0411224365234","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XIST"
"PMS1","PMS1 Homolog 1, Mismatch Repair System Component","Protein Coding","P54277","52","GC02P189784","33.0026779174805","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMS1"
"IDH2","Isocitrate Dehydrogenase (NADP(+)) 2","Protein Coding","P48735","65","GC15M090083","32.8488960266113","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDH2"
"IGF1R","Insulin Like Growth Factor 1 Receptor","Protein Coding","P08069","68","GC15P098648","32.8374481201172","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF1R"
"PCM1","Pericentriolar Material 1","Protein Coding","Q15154","54","GC08P017922","32.8209800720215","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCM1"
"TUG1","Taurine Up-Regulated 1","Protein Coding","A0A6I8PU40","33","GC22P030969","32.809440612793","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUG1"
"ASXL1","ASXL Transcriptional Regulator 1","Protein Coding","Q8IXJ9","55","GC20P044308","32.7142105102539","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASXL1"
"BRIP1","BRCA1 Interacting Helicase 1","Protein Coding","Q9BX63","62","GC17M061679","32.7079734802246","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRIP1"
"LOC126806630","CDK7 Strongly-Dependent Group 2 Enhancer GRCh37_chr3:24184437-24185636","Functional Element","","6","GC03P024142","32.6788558959961","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC126806630"
"IL10","Interleukin 10","Protein Coding","P22301","60","GC01M206767","32.5713386535645","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL10"
"KRT20","Keratin 20","Protein Coding","P35900","52","GC17M040875","32.5687980651855","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT20"
"NCOA4","Nuclear Receptor Coactivator 4","Protein Coding","Q13772","50","GC10M046005","32.4944839477539","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCOA4"
"SST","Somatostatin","Protein Coding","P61278","52","GC03M187668","32.3724098205566","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SST"
"GAS8-AS1","GAS8 Antisense RNA 1","RNA Gene","O95177","33","GC16M090028","32.0787544250488","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAS8-AS1"
"IL1B","Interleukin 1 Beta","Protein Coding","P01584","60","GC02M112829","31.9766807556152","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1B"
"KDR","Kinase Insert Domain Receptor","Protein Coding","P35968","66","GC04M055078","31.914041519165","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDR"
"RAD51C","RAD51 Paralog C","Protein Coding","O43502","55","GC17P058692","31.7917575836182","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD51C"
"KMT2D","Lysine Methyltransferase 2D","Protein Coding","O14686","56","GC12M049018","31.7656478881836","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KMT2D"
"PIK3R1","Phosphoinositide-3-Kinase Regulatory Subunit 1","Protein Coding","P27986","65","GC05P068215","31.6415138244629","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3R1"
"LNCRNA-ATB","LncRNA Activated By TGF-Beta","RNA Gene","","15","GC14P052671","31.6361503601074","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LNCRNA-ATB"
"TP63","Tumor Protein P63","Protein Coding","Q9H3D4","58","GC03P189598","31.5247020721436","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP63"
"MIR197","MicroRNA 197","RNA Gene","","28","GC01P109598","31.4314479827881","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR197"
"PANDAR","Promoter Of CDKN1A Antisense DNA Damage Activated RNA","RNA Gene","","19","GC06M036673","31.3716773986816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PANDAR"
"BLM","BLM RecQ Like Helicase","Protein Coding","P54132","62","GC15P090717","31.2831134796143","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLM"
"CCDC6","Coiled-Coil Domain Containing 6","Protein Coding","Q16204","50","GC10M059788","31.2797889709473","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC6"
"SDHAF2","Succinate Dehydrogenase Complex Assembly Factor 2","Protein Coding","Q9NX18","54","GC11P061430","31.2481269836426","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHAF2"
"SMO","Smoothened, Frizzled Class Receptor","Protein Coding","Q99835","64","GC07P138834","31.2415924072266","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMO"
"IL2","Interleukin 2","Protein Coding","P60568","58","GC04M122451","31.0594253540039","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL2"
"EGF","Epidermal Growth Factor","Protein Coding","P01133","64","GC04P109912","31.0094337463379","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGF"
"NDUFA13","NADH:Ubiquinone Oxidoreductase Subunit A13","Protein Coding","Q9P0J0","56","GC19P019515","30.9661655426025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA13"
"MIR34A","MicroRNA 34a","RNA Gene","","31","GC01M019769","30.9422645568848","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR34A"
"PGR","Progesterone Receptor","Protein Coding","P06401","62","GC11M133477","30.8677234649658","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGR"
"AIP","Aryl Hydrocarbon Receptor Interacting Protein","Protein Coding","O00170","55","GC11P067468","30.8580017089844","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AIP"
"FOXP3","Forkhead Box P3","Protein Coding","Q9BZS1","60","GC0XM049250","30.8512001037598","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXP3"
"MIR31","MicroRNA 31","RNA Gene","","29","GC09M022239","30.8487281799316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR31"
"MINPP1","Multiple Inositol-Polyphosphate Phosphatase 1","Protein Coding","Q9UNW1","55","GC10P087504","30.7265281677246","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MINPP1"
"INS","Insulin","Protein Coding","P01308","61","GC11M002159","30.6131057739258","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INS"
"VIM","Vimentin","Protein Coding","P08670","63","GC10P017227","30.5475616455078","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VIM"
"PTPN22","Protein Tyrosine Phosphatase Non-Receptor Type 22","Protein Coding","Q9Y2R2","59","GC01M113813","30.4425735473633","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN22"
"IGF2","Insulin Like Growth Factor 2","Protein Coding","P01344","61","GC11M013301","30.4181499481201","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2"
"EIF1AX","Eukaryotic Translation Initiation Factor 1A X-Linked","Protein Coding","P47813","52","GC0XM020124","30.3555335998535","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF1AX"
"NFKB1","Nuclear Factor Kappa B Subunit 1","Protein Coding","P19838","66","GC04P102501","30.141185760498","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFKB1"
"ALB","Albumin","Protein Coding","P02768","61","GC04P073397","29.9227867126465","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALB"
"RAD51D","RAD51 Paralog D","Protein Coding","O75771","52","GC17M035092","29.9081916809082","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD51D"
"MSH3","MutS Homolog 3","Protein Coding","P20585","55","GC05P080654","29.8430233001709","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSH3"
"CHGA","Chromogranin A","Protein Coding","P10645","56","GC14P093923","29.7351379394531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHGA"
"ERBB4","Erb-B2 Receptor Tyrosine Kinase 4","Protein Coding","Q15303","67","GC02M211375","29.6934585571289","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERBB4"
"TMEM127","Transmembrane Protein 127","Protein Coding","O75204","50","GC02M096248","29.5911750793457","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM127"
"MRE11","MRE11 Homolog, Double Strand Break Repair Nuclease","Protein Coding","P49959","61","GC11M133418","29.5555362701416","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRE11"
"PIK3CG","Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Gamma","Protein Coding","P48736","62","GC07P106865","29.5038661956787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CG"
"CALR","Calreticulin","Protein Coding","P27797","64","GC19P012938","29.4478206634521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALR"
"MIR143","MicroRNA 143","RNA Gene","","33","GC05P155623","29.4398384094238","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR143"
"ERCC2","ERCC Excision Repair 2, TFIIH Core Complex Helicase Subunit","Protein Coding","P18074","61","GC19M045349","29.3074359893799","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC2"
"MIR214","MicroRNA 214","RNA Gene","","31","GC01M172234","29.2594394683838","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR214"
"FALEC","Focally Amplified Long Non-Coding RNA In Epithelial Cancer","RNA Gene","","25","GC01P170202","29.1144599914551","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FALEC"
"ICAM1","Intercellular Adhesion Molecule 1","Protein Coding","P05362","63","GC19P132284","29.0978736877441","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ICAM1"
"TRHR","Thyrotropin Releasing Hormone Receptor","Protein Coding","P34981","55","GC08P109084","29.0773258209229","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRHR"
"CDKN2C","Cyclin Dependent Kinase Inhibitor 2C","Protein Coding","P42773","56","GC01P050960","29.0585308074951","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2C"
"MAX","MYC Associated Factor X","Protein Coding","P61244","59","GC14M065368","28.9470710754395","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAX"
"DNMT3A","DNA Methyltransferase 3 Alpha","Protein Coding","Q9Y6K1","64","GC02M025228","28.9384651184082","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNMT3A"
"MIR126","MicroRNA 126","RNA Gene","","31","GC09P136670","28.9354839324951","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR126"
"MMP2","Matrix Metallopeptidase 2","Protein Coding","P08253","66","GC16P105536","28.8699817657471","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP2"
"SYP","Synaptophysin","Protein Coding","P08247","59","GC0XM049187","28.8373184204102","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYP"
"YAP1","Yes1 Associated Transcriptional Regulator","Protein Coding","P46937","61","GC11P102110","28.7710876464844","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YAP1"
"TRH","Thyrotropin Releasing Hormone","Protein Coding","P20396","52","GC03P129974","28.681324005127","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRH"
"MIR223","MicroRNA 223","RNA Gene","","30","GC0XP066018","28.6464996337891","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR223"
"CD44","CD44 Molecule (IN Blood Group)","Protein Coding","P16070","61","GC11P035139","28.590482711792","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD44"
"RAD51","RAD51 Recombinase","Protein Coding","Q06609","64","GC15P040694","28.5777130126953","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD51"
"RAD50","RAD50 Double Strand Break Repair Protein","Protein Coding","Q92878","62","GC05P132556","28.5718822479248","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD50"
"MIR195","MicroRNA 195","RNA Gene","","28","GC17M088262","28.5377006530762","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR195"
"TXNRD2","Thioredoxin Reductase 2","Protein Coding","Q9NNW7","57","GC22M020444","28.4463729858398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXNRD2"
"MIR205","MicroRNA 205","RNA Gene","","29","GC01P209432","28.4015426635742","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR205"
"CDKN1C","Cyclin Dependent Kinase Inhibitor 1C","Protein Coding","P49918","58","GC11M013326","28.1711196899414","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN1C"
"MKI67","Marker Of Proliferation Ki-67","Protein Coding","P46013","56","GC10M128096","28.0575504302979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MKI67"
"C11orf65","Chromosome 11 Open Reading Frame 65","Protein Coding","Q8NCR3","42","GC11M108308","28.0359115600586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C11orf65"
"GOLGA5","Golgin A5","Protein Coding","Q8TBA6","48","GC14P092794","27.9847946166992","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOLGA5"
"AURKA","Aurora Kinase A","Protein Coding","O14965","65","GC20M056370","27.9347648620605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AURKA"
"MIR150","MicroRNA 150","RNA Gene","","30","GC19M049500","27.9033126831055","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR150"
"VDR","Vitamin D Receptor","Protein Coding","P11473","61","GC12M047841","27.8547611236572","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VDR"
"POMC","Proopiomelanocortin","Protein Coding","P01189","61","GC02M025160","27.7651138305664","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POMC"
"CGA","Glycoprotein Hormones, Alpha Polypeptide","Protein Coding","P01215","57","GC06M087085","27.7464504241943","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CGA"
"NFE2L2","NFE2 Like BZIP Transcription Factor 2","Protein Coding","Q16236","63","GC02M177227","27.6407794952393","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFE2L2"
"MIR200A","MicroRNA 200a","RNA Gene","","29","GC01P059855","27.4437160491943","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR200A"
"TRIP13","Thyroid Hormone Receptor Interactor 13","Protein Coding","Q15645","53","GC05P000892","27.4091911315918","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIP13"
"RARA","Retinoic Acid Receptor Alpha","Protein Coding","P10276","62","GC17P040309","27.3302021026611","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RARA"
"AKT3","AKT Serine/Threonine Kinase 3","Protein Coding","Q9Y243","68","GC01M243488","27.2332763671875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKT3"
"GATA2","GATA Binding Protein 2","Protein Coding","P23769","62","GC03M128479","27.2059059143066","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATA2"
"MED12","Mediator Complex Subunit 12","Protein Coding","Q93074","56","GC0XP071118","27.1331405639648","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED12"
"TTR","Transthyretin","Protein Coding","P02766","61","GC18P031557","27.1297073364258","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTR"
"PRL","Prolactin","Protein Coding","P01236","56","GC06M022287","27.1059455871582","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRL"
"MIR20A","MicroRNA 20a","RNA Gene","","29","GC13P091717","27.0683746337891","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR20A"
"GNAQ","G Protein Subunit Alpha Q","Protein Coding","P50148","61","GC09M077716","26.9289970397949","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAQ"
"MIR139","MicroRNA 139","RNA Gene","","30","GC11M072615","26.9209594726563","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR139"
"PKM","Pyruvate Kinase M1/2","Protein Coding","P14618","62","GC15M072199","26.8329982757568","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKM"
"AXIN1","Axin 1","Protein Coding","O15169","59","GC16M000287","26.8314170837402","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AXIN1"
"CASR","Calcium Sensing Receptor","Protein Coding","P41180","63","GC03P122183","26.8238868713379","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASR"
"MIR142","MicroRNA 142","RNA Gene","","30","GC17M058331","26.8142528533936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR142"
"MMP9","Matrix Metallopeptidase 9","Protein Coding","P14780","66","GC20P046008","26.7545032501221","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP9"
"MIRLET7C","MicroRNA Let-7c","RNA Gene","","31","GC21P019897","26.7362060546875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7C"
"HMGA2","High Mobility Group AT-Hook 2","Protein Coding","P52926","58","GC12P065824","26.7169380187988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGA2"
