drugbank_id,name,target_name,polypeptide_id,gene_name
DB00155,Citrulline,"Argininosuccinate synthase|N(G),N(G)-dimethylarginine dimethylaminohydrolase 2|Argininosuccinate synthetase, isoform CRA_a|N(G),N(G)-dimethylarginine dimethylaminohydrolase 1|Ornithine carbamoyltransferase, mitochondrial|Nitric oxide synthase, brain|Nitric oxide synthase, inducible|Nitric oxide synthase, endothelial|Protein-arginine deiminase type-6|Protein-arginine deiminase type-1|Protein-arginine deiminase type-3|Protein-arginine deiminase type-2|Protein-arginine deiminase type-4|",P00966|O95865|O94760|P00480|P29475|P35228|P29474|Q6TGC4|Q9ULC6|Q9ULW8|Q9Y2J8|Q9UM07|,ASS1|DDAH2|DDAH1|OTC|NOS1|NOS2|NOS3|PADI6|PADI1|PADI3|PADI2|PADI4|
DB00156,Threonine,"Threonine--tRNA ligase, cytoplasmic|Threonine--tRNA ligase, mitochondrial|",P26639|Q9BW92|,TARS|TARS2|
DB00157,NADH,"UDP-glucose 6-dehydrogenase|Alcohol dehydrogenase 1A|Sorbitol dehydrogenase|Alcohol dehydrogenase 4|Alcohol dehydrogenase 1C|Alcohol dehydrogenase 1B|Alcohol dehydrogenase class 4 mu/sigma chain|Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic|L-lactate dehydrogenase A-like 6A|Alcohol dehydrogenase class-3|Aldose reductase|3-hydroxyacyl-CoA dehydrogenase type-2|Malate dehydrogenase, mitochondrial|L-lactate dehydrogenase A chain|NAD-dependent malic enzyme, mitochondrial|Peroxisomal multifunctional enzyme type 2|L-lactate dehydrogenase A-like 6B|L-lactate dehydrogenase C chain|L-lactate dehydrogenase B chain|Peroxisomal bifunctional enzyme|Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial|NADP-dependent malic enzyme, mitochondrial|D-beta-hydroxybutyrate dehydrogenase, mitochondrial|Malate dehydrogenase, cytoplasmic|3-hydroxyisobutyrate dehydrogenase, mitochondrial|Testosterone 17-beta-dehydrogenase 3|3-hydroxy-3-methylglutaryl-coenzyme A reductase|NADP-dependent malic enzyme|D-3-phosphoglycerate dehydrogenase|3-keto-steroid reductase|Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial|Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial|Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial|Estradiol 17-beta-dehydrogenase 1|Estradiol 17-beta-dehydrogenase 2|11-cis retinol dehydrogenase|GDH/6PGL endoplasmic bifunctional protein|Estradiol 17-beta-dehydrogenase 8|Aldo-keto reductase family 1 member C4|Inosine-5'-monophosphate dehydrogenase 2|Aldo-keto reductase family 1 member C3|15-hydroxyprostaglandin dehydrogenase [NAD(+)]|GDP-L-fucose synthase|Aldo-keto reductase family 1 member C1|Corticosteroid 11-beta-dehydrogenase isozyme 1|3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2|3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1|Inosine-5'-monophosphate dehydrogenase 1|Trifunctional enzyme subunit alpha, mitochondrial|Aldehyde dehydrogenase, mitochondrial|Corticosteroid 11-beta-dehydrogenase isozyme 2|Aldo-keto reductase family 1 member C2|Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating|Aldehyde dehydrogenase family 3 member B2|Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial|Aldehyde dehydrogenase, dimeric NADP-preferring|Retinal dehydrogenase 1|Glyceraldehyde-3-phosphate dehydrogenase, testis-specific|4-trimethylaminobutyraldehyde dehydrogenase|Aldehyde dehydrogenase family 1 member A3|Aldehyde dehydrogenase X, mitochondrial|Aldehyde dehydrogenase family 3 member B1|Glyceraldehyde-3-phosphate dehydrogenase|Retinal dehydrogenase 2|Fatty aldehyde dehydrogenase|Succinate-semialdehyde dehydrogenase, mitochondrial|Alpha-aminoadipic semialdehyde dehydrogenase|Flavin reductase (NADPH)|Pyrroline-5-carboxylate reductase 2|Pyrroline-5-carboxylate reductase 1, mitochondrial|Glutamate dehydrogenase 1, mitochondrial|Pyruvate dehydrogenase E1 component subunit beta, mitochondrial|Pyruvate dehydrogenase E1 component subunit alpha, testis-specific form, mitochondrial|Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial|Biliverdin reductase A|Short-chain specific acyl-CoA dehydrogenase, mitochondrial|Dihydrofolate reductase|2-oxoglutarate dehydrogenase, mitochondrial|Glutamate dehydrogenase 2, mitochondrial|7-dehydrocholesterol reductase|Ribosyldihydronicotinamide dehydrogenase [quinone]|NADH-ubiquinone oxidoreductase chain 2|Alpha-aminoadipic semialdehyde synthase, mitochondrial|NADH-ubiquinone oxidoreductase chain 3|NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial|C-1-tetrahydrofolate synthase, cytoplasmic|Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial|Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial|NADH-cytochrome b5 reductase 3|NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11|NADH-ubiquinone oxidoreductase chain 4|Dihydropteridine reductase|NADH-ubiquinone oxidoreductase chain 1|NAD(P) transhydrogenase, mitochondrial|NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5|NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial|NADH-ubiquinone oxidoreductase chain 4L|NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial|NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7|NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1|NADH-ubiquinone oxidoreductase chain 6|NADH-ubiquinone oxidoreductase chain 5|NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4|NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6|Acyl carrier protein, mitochondrial|NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2|NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8|NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3|NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial|NADH dehydrogenase [ubiquinone] 1 subunit C2|NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1|NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial|NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10|NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4|NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3|NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial|NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7|NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9|NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial|NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial|NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial|NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6|NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial|Dihydrolipoyl dehydrogenase, mitochondrial|NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial|Glutathione reductase, mitochondrial|NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12|NADH dehydrogenase [ubiquinone] iron-sulfur protein 5|NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial|NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial|NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial|NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13|Cysteine dioxygenase type 1|NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial|NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2|NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial|Cytochrome P450 4A11|Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial|Aminomethyltransferase, mitochondrial|Methylsterol monooxygenase 1|Heme oxygenase 1|Heme oxygenase 2|Steroid 17-alpha-hydroxylase/17,20 lyase|Tyrosinase|",O60701|P07327|Q00796|P08319|P00326|P00325|P40394|P21695|Q6ZMR3|P11766|P15121|Q99714|P40926|P00338|P23368|P51659|Q9BYZ2|P07864|P07195|Q08426|Q16836|Q16798|Q02338|P40925|P31937|P37058|P04035|P48163|O43175|P56937|P51553|O43837|P50213|P14061|P37059|Q92781|O95479|Q92506|P17516|P12268|P42330|P15428|Q13630|Q04828|P28845|P26439|P14060|P20839|P40939|P05091|P80365|P52895|Q15738|P48448|Q02252|P30838|P00352|O14556|P49189|P47895|P30837|P43353|P04406|O94788|P51648|P51649|P49419|P30043|Q96C36|P32322|P00367|P11177|P29803|P08559|P53004|P16219|P00374|Q02218|P49448|Q9UBM7|P16083|P03891|Q9UDR5|P03897|O75251|P11586|P13995|P30038|P00387|Q86Y39|P03905|P09417|P03886|Q13423|Q16718|Q16795|P03901|O95299|O95182|O15239|P03923|P03915|O00483|P56556|O14561|O43678|P51970|O95167|O95169|O95298|O75438|P28331|O96000|O95168|O43676|O95178|P17568|Q9Y6M9|O75306|O43674|O43677|O95139|P56181|P09622|O75489|P00390|Q9UI09|O43920|O43181|P49821|P19404|Q9P0J0|Q16878|O75380|Q9NRX3|O00217|Q02928|P10515|P48728|Q15800|P09601|P30519|P05093|P14679|,UGDH|ADH1A|SORD|ADH4|ADH1C|ADH1B|ADH7|GPD1|LDHAL6A|ADH5|AKR1B1|HSD17B10|MDH2|LDHA|ME2|HSD17B4|LDHAL6B|LDHC|LDHB|EHHADH|HADH|ME3|BDH1|MDH1|HIBADH|HSD17B3|HMGCR|ME1|PHGDH|HSD17B7|IDH3G|IDH3B|IDH3A|HSD17B1|HSD17B2|RDH5|H6PD|HSD17B8|AKR1C4|IMPDH2|AKR1C3|HPGD|TSTA3|AKR1C1|HSD11B1|HSD3B2|HSD3B1|IMPDH1|HADHA|ALDH2|HSD11B2|AKR1C2|NSDHL|ALDH3B2|ALDH6A1|ALDH3A1|ALDH1A1|GAPDHS|ALDH9A1|ALDH1A3|ALDH1B1|ALDH3B1|GAPDH|ALDH1A2|ALDH3A2|ALDH5A1|ALDH7A1|BLVRB|PYCR2|PYCR1|GLUD1|PDHB|PDHA2|PDHA1|BLVRA|ACADS|DHFR|OGDH|GLUD2|DHCR7|NQO2|MT-ND2|AASS|MT-ND3|NDUFS7|MTHFD1|MTHFD2|ALDH4A1|CYB5R3|NDUFA11|MT-ND4|QDPR|MT-ND1|NNT|NDUFA5|NDUFA9|MT-ND4L|NDUFA10|NDUFA7|NDUFA1|MT-ND6|MT-ND5|NDUFA4|NDUFA6|NDUFAB1|NDUFA2|NDUFA8|NDUFA3|NDUFB8|NDUFC2|NDUFB1|NDUFS1|NDUFB10|NDUFB4|NDUFB3|NDUFB2|NDUFB7|NDUFB9|NDUFS2|NDUFB5|NDUFC1|NDUFB6|NDUFV3|DLD|NDUFS3|GSR|NDUFA12|NDUFS5|NDUFS4|NDUFV1|NDUFV2|NDUFA13|CDO1|NDUFS6|NDUFA4L2|NDUFS8|CYP4A11|DLAT|AMT|MSMO1|HMOX1|HMOX2|CYP17A1|TYR|
DB00158,Folic acid,Folate receptor gamma|Folate receptor beta|Folate receptor alpha|,P41439|P14207|P15328|,FOLR3|FOLR2|FOLR1|
DB00159,Icosapent,Prostaglandin G/H synthase 2|Prostaglandin G/H synthase 1|Peroxisome proliferator-activated receptor gamma|Peroxisome proliferator-activated receptor delta|Fatty acid desaturase 1|Long-chain-fatty-acid--CoA ligase 4|Free fatty acid receptor 1|Sodium/calcium exchanger 1|Transient receptor potential cation channel subfamily V member 1|Peroxisome proliferator-activated receptor alpha|,P35354|P23219|P37231|Q03181|O60427|O60488|O14842|P32418|Q8NER1|Q07869|,PTGS2|PTGS1|PPARG|PPARD|FADS1|ACSL4|FFAR1|SLC8A1|TRPV1|PPARA|
DB00160,Alanine,"Serine--pyruvate aminotransferase|4-aminobutyrate aminotransferase, mitochondrial|Kynureninase|Alanine--tRNA ligase, mitochondrial|5-phosphohydroxy-L-lysine phospho-lyase|Alanine aminotransferase 2|Alanine aminotransferase 1|Cysteine desulfurase, mitochondrial|Proton-coupled amino acid transporter 1|Large neutral amino acids transporter small subunit 2|Alanine--glyoxylate aminotransferase 2, mitochondrial|Alanine--tRNA ligase, cytoplasmic|Neutral amino acid transporter A|",P21549|P80404|Q16719|Q5JTZ9|Q8IUZ5|Q8TD30|P24298|Q9Y697|Q7Z2H8|Q9UHI5|Q9BYV1|P49588|P43007|,AGXT|ABAT|KYNU|AARS2|PHYKPL|GPT2|GPT|NFS1|SLC36A1|SLC7A8|AGXT2|AARS|SLC1A4|
DB00161,Valine,"Propionyl-CoA carboxylase beta chain, mitochondrial|Branched-chain-amino-acid aminotransferase, cytosolic|Valine--tRNA ligase|",P05166|P54687|P26640|,PCCB|BCAT1|VARS|
DB00162,Vitamin A,"Retinol dehydrogenase 12|Short-chain dehydrogenase/reductase 3|Aldehyde dehydrogenase family 1 member A3|All-trans-retinol 13,14-reductase|Retinol dehydrogenase 11|Dehydrogenase/reductase SDR family member 4|Retinol dehydrogenase 14|Retinol dehydrogenase 8|Lecithin retinol acyltransferase|11-cis retinol dehydrogenase|Retinol dehydrogenase 13|Retinal dehydrogenase 2|Retinal dehydrogenase 1|Apolipoprotein D|Prostaglandin-H2 D-isomerase|",Q96NR8|O75911|P47895|Q6NUM9|Q8TC12|Q9BTZ2|Q9HBH5|Q9NYR8|O95237|Q92781|Q8NBN7|O94788|P00352|P05090|P41222|,RDH12|DHRS3|ALDH1A3|RETSAT|RDH11|DHRS4|RDH14|RDH8|LRAT|RDH5|RDH13|ALDH1A2|ALDH1A1|APOD|PTGDS|
DB00163,Vitamin E,Nuclear receptor subfamily 1 group I member 2|Protein kinase C beta type|Arachidonate 5-lipoxygenase|Protein kinase C alpha type|Diacylglycerol kinase alpha|Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform|Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform|SEC14-like protein 4|SEC14-like protein 3|SEC14-like protein 2|,O75469|P05771|P09917|P17252|P23743|P62714|P67775|Q9UDX3|Q9UDX4|O76054|,NR1I2|PRKCB|ALOX5|PRKCA|DGKA|PPP2CB|PPP2CA|SEC14L4|SEC14L3|SEC14L2|
DB00165,Pyridoxine,Pyridoxal kinase|,O00764|,PDXK|
DB00166,Lipoic acid,"Lipoyltransferase 1, mitochondrial|Lipoyl synthase, mitochondrial|Sodium-dependent multivitamin transporter|",Q9Y234|O43766|Q9Y289|,LIPT1|LIAS|SLC5A6|
DB00167,Isoleucine,"Isoleucine--tRNA ligase, mitochondrial|Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial|Branched-chain-amino-acid aminotransferase, cytosolic|Branched-chain-amino-acid aminotransferase, mitochondrial|Isoleucine--tRNA ligase, cytoplasmic|",Q9NSE4|P45954|P54687|O15382|P41252|,IARS2|ACADSB|BCAT1|BCAT2|IARS|
DB00168,Aspartame,Transient receptor potential cation channel subfamily V member 1|Taste receptor type 1 member 2|Taste receptor type 1 member 3|,Q8NER1|Q8TE23|Q7RTX0|,TRPV1|TAS1R2|TAS1R3|
DB00169,Cholecalciferol,Vitamin D3 receptor|,P11473|,VDR|
DB00170,Menadione,Vitamin K-dependent gamma-carboxylase|Vitamin K epoxide reductase complex subunit 1|Vitamin K epoxide reductase complex subunit 1-like protein 1|Prothrombin|Coagulation factor IX|Vitamin K-dependent protein C|Vitamin K-dependent protein S|Ribosyldihydronicotinamide dehydrogenase [quinone]|NAD(P)H dehydrogenase [quinone] 1|Osteocalcin|,P38435|Q9BQB6|Q8N0U8|P00734|P00740|P04070|P07225|P16083|P15559|P02818|,GGCX|VKORC1|VKORC1L1|F2|F9|PROC|PROS1|NQO2|NQO1|BGLAP|
DB00171,ATP,"Abelson tyrosine-protein kinase 2|P-glycoprotein 1|ATP-binding cassette sub-family G member 1|Canalicular multispecific organic anion transporter 1|ATP-binding cassette sub-family A member 1|Acetyl-coenzyme A synthetase, cytoplasmic|ALK tyrosine kinase receptor|NEDD8-activating enzyme E1 regulatory subunit|5'-AMP-activated protein kinase catalytic subunit alpha-1|Serine/threonine-protein kinase A-Raf|Serine/threonine-protein kinase receptor R3|Long-chain-fatty-acid--CoA ligase 1|Cytosolic purine 5'-nucleotidase|ATPase ASNA1|ATP-binding cassette sub-family C member 9|RAC-alpha serine/threonine-protein kinase|Beta-adrenergic receptor kinase 1|Apoptotic protease-activating factor 1|Acetyl-coenzyme A synthetase 2-like, mitochondrial|Activin receptor type-1B|Activin receptor type-1|Bile salt export pump|Asparagine synthetase [glutamine-hydrolyzing]|Cyclin-dependent kinase 15|ADP/ATP translocase 1|ATP-binding cassette sub-family C member 8|Argininosuccinate synthase|AFG3-like protein 2|Beta-adrenergic receptor kinase 2|Anti-Muellerian hormone type-2 receptor|Activated CDC42 kinase 1|Tyrosine-protein kinase ABL1|Adenylate cyclase type 1|Multidrug resistance-associated protein 6|Multidrug resistance-associated protein 4|Multidrug resistance-associated protein 1|Cystic fibrosis transmembrane conductance regulator|Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform|Casein kinase II subunit alpha|Casein kinase II subunit beta|P2Y purinoceptor 11|Serine/threonine-protein phosphatase 5|",P42684|P08183|P45844|Q92887|O95477|Q9NR19|Q9UM73|Q13564|Q13131|P10398|P37023|P33121|P49902|O43681|O60706|P31749|P25098|O14727|Q9NUB1|P36896|Q04771|O95342|P08243|Q96Q40|P12235|Q09428|P00966|Q9Y4W6|P35626|Q16671|Q07912|P00519|Q08828|O95255|O15439|P33527|P13569|P42336|P68400|P67870|Q96G91|P53041|,ABL2|ABCB1|ABCG1|ABCC2|ABCA1|ACSS2|ALK|NAE1|PRKAA1|ARAF|ACVRL1|ACSL1|NT5C2|ASNA1|ABCC9|AKT1|ADRBK1|APAF1|ACSS1|ACVR1B|ACVR1|ABCB11|ASNS|CDK15|SLC25A4|ABCC8|ASS1|AFG3L2|ADRBK2|AMHR2|TNK2|ABL1|ADCY1|ABCC6|ABCC4|ABCC1|CFTR|PIK3CA|CSNK2A1|CSNK2B|P2RY11|PPP5C|
DB00172,Proline,"Prolyl 4-hydroxylase subunit alpha-2|Proline dehydrogenase 1, mitochondrial|Peptidyl-prolyl cis-trans isomerase H|Proline synthase co-transcribed bacterial homolog protein|Prolyl 4-hydroxylase subunit alpha-1|Peptidyl-prolyl cis-trans isomerase B|Peptidyl-prolyl cis-trans isomerase F, mitochondrial|Peptidyl-prolyl cis-trans isomerase C|Peptidyl-prolyl cis-trans isomerase A|Peptidyl-prolyl cis-trans isomerase G|Prolyl 3-hydroxylase 1|Pyrroline-5-carboxylate reductase|Probable proline--tRNA ligase, mitochondrial|Prolyl 3-hydroxylase 2|Prolyl 3-hydroxylase 3|Pyrroline-5-carboxylate reductase 3|Trans-L-3-hydroxyproline dehydratase|Pyrroline-5-carboxylate reductase 1, mitochondrial|Bifunctional glutamate/proline--tRNA ligase|Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+)|Sodium-dependent proline transporter|Pyrroline-5-carboxylate reductase 2|",O15460|O43272|O43447|O94903|P13674|P23284|P30405|P45877|P62937|Q13427|Q32P28|Q7L3T8|Q8IVL5|Q8IVL6|Q53H96|Q96EM0|P32322|P07814|Q9UN76|Q99884|Q96C36|,P4HA2|PRODH|PPIH|PROSC|P4HA1|PPIB|PPIF|PPIC|PPIA|PPIG|P3H1|PARS2|P3H2|P3H3|PYCRL|L3HYPDH|PYCR1|EPRS|SLC6A14|SLC6A7|PYCR2|
DB00173,Adenine,Adenine phosphoribosyltransferase|Acetyl-CoA carboxylase 2|Low molecular weight phosphotyrosine protein phosphatase|Peroxisomal trans-2-enoyl-CoA reductase|SRSF protein kinase 2|DNA|S-methyl-5'-thioadenosine phosphorylase|,P07741|O00763|P24666|Q9BY49|P78362|Q13126|,APRT|ACACB|ACP1|PECR|SRPK2|MTAP|
DB00174,Asparagine,"Neutral amino acid transporter B(0)|Isoaspartyl peptidase/L-asparaginase|Probable asparagine--tRNA ligase, mitochondrial|Asparagine synthetase [glutamine-hydrolyzing]|Asparagine--tRNA ligase, cytoplasmic|Sodium-coupled neutral amino acid transporters|",Q15758|Q7L266|Q96I59|P08243|O43776|Q9H2H9|Q96QD8|Q99624|Q969I6|,SLC1A5|ASRGL1|NARS2|ASNS|NARS|SLC38A1|SLC38A2|SLC38A3|SLC38A4|
DB00175,Pravastatin,3-hydroxy-3-methylglutaryl-coenzyme A reductase|Histone deacetylase 2|,P04035|Q92769|,HMGCR|HDAC2|
DB00176,Fluvoxamine,Sodium-dependent serotonin transporter|Potassium voltage-gated channel subfamily H member 2|,P31645|Q12809|,SLC6A4|KCNH2|
DB00177,Valsartan,Type-1 angiotensin II receptor|,P30556|,AGTR1|
DB00178,Ramipril,Angiotensin-converting enzyme|B1 bradykinin receptor|,P12821|P46663|,ACE|BDKRB1|
DB00179,Masoprocol,Arachidonate 5-lipoxygenase|Sex hormone-binding globulin|,P09917|P04278|,ALOX5|SHBG|
DB00180,Flunisolide,Glucocorticoid receptor|,P04150|,NR3C1|
DB00181,Baclofen,Gamma-aminobutyric acid type B receptor subunit 1|Gamma-aminobutyric acid type B receptor subunit 2|,Q9UBS5|O75899|,GABBR1|GABBR2|
DB00182,Amphetamine,Synaptic vesicular amine transporter|Sodium-dependent dopamine transporter|Cocaine- and amphetamine-regulated transcript protein|Trace amine-associated receptor 1|Sodium-dependent noradrenaline transporter|Alpha adrenergic receptor|Beta adrenergic receptor|Dopamine D2 receptor|Amine oxidase [flavin-containing] B|Sodium-dependent serotonin transporter|Monoamine oxidase|vesicular monoamine transporter 2 (VMAT2)|,Q05940|Q01959|Q16568|Q96RJ0|P23975|P35348|P35368|P25100|P08913|P18089|P18825|P08588|P07550|P13945|P14416|P27338|P31645|P21397|P27338|,SLC18A2|SLC6A3|CARTPT|TAAR1|SLC6A2|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|DRD2|MAOB|SLC6A4|MAOA|MAOB|
DB00183,Pentagastrin,Gastrin/cholecystokinin type B receptor|,P32239|,CCKBR|
DB00184,Nicotine,Neuronal acetylcholine receptor subunit alpha-4|Neuronal acetylcholine receptor subunit alpha-7|Neuronal acetylcholine receptor subunit beta-2|Neuronal acetylcholine receptor subunit alpha-2|Neuronal acetylcholine receptor subunit alpha-3|Neuronal acetylcholine receptor subunit alpha-5|Neuronal acetylcholine receptor subunit alpha-6|Neuronal acetylcholine receptor subunit alpha-9|Neuronal acetylcholine receptor subunit alpha-10|Neuronal acetylcholine receptor subunit beta-3|Neuronal acetylcholine receptor subunit beta-4|Cytochrome P450 19A1|Choline O-acetyltransferase|,P43681|P36544|P17787|Q15822|P32297|P30532|Q15825|Q9UGM1|Q9GZZ6|Q05901|P30926|P11511|P28329|,CHRNA4|CHRNA7|CHRNB2|CHRNA2|CHRNA3|CHRNA5|CHRNA6|CHRNA9|CHRNA10|CHRNB3|CHRNB4|CYP19A1|CHAT|
DB00185,Cevimeline,Muscarinic acetylcholine receptor M3|Muscarinic acetylcholine receptor M1|,P20309|P11229|,CHRM3|CHRM1|
DB00186,Lorazepam,GABA(A) Receptor|GABA(A) Receptor Benzodiazepine Binding Site|,P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|O14764|P78334|Q8N1C3|P18507|Q99928|O00591|Q9UN88|P14867|P47869|P34903|P31644|Q8N1C3|P18507|Q99928|,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GABRA1|GABRA2|GABRA3|GABRA5|GABRG1|GABRG2|GABRG3|
DB00187,Esmolol,Beta-1 adrenergic receptor|,P08588|,ADRB1|
DB00188,Bortezomib,Proteasome subunit beta type-5|Proteasome subunit beta type-1|,P28074|P20618|,PSMB5|PSMB1|
DB00189,Ethchlorvynol,GABA(A) Receptor|,P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|O14764|P78334|Q8N1C3|P18507|Q99928|O00591|Q9UN88|,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|
DB00190,Carbidopa,Aromatic-L-amino-acid decarboxylase|,P20711|,DDC|
DB00191,Phentermine,Sodium-dependent noradrenaline transporter|Sodium-dependent serotonin transporter|Sodium-dependent dopamine transporter|Amine oxidase [flavin-containing] A|Amine oxidase [flavin-containing] B|Pro-neuropeptide Y|,P23975|P31645|Q01959|P21397|P27338|P01303|,SLC6A2|SLC6A4|SLC6A3|MAOA|MAOB|NPY|
DB00192,Indecainide,Sodium channel protein type 5 subunit alpha|,Q14524|,SCN5A|
DB00193,Tramadol,Mu-type opioid receptor|Sodium-dependent noradrenaline transporter|Sodium-dependent serotonin transporter|5-hydroxytryptamine receptor 2C|Kappa-type opioid receptor|Delta-type opioid receptor|Alpha-7 nicotinic cholinergic receptor subunit|Muscarinic acetylcholine receptor M3|Muscarinic acetylcholine receptor M1|Neurokinin 1 receptor|Sodium channel protein type 2 subunit alpha|Transient receptor potential cation channel subfamily V member 1|NMDA receptor|Adenosine receptor A1|Alpha-2 adrenergic receptors|,P35372|P23975|P31645|P28335|P41145|P41143|P20309|P11229|P25103|Q99250|Q8NER1|Q05586|Q12879|Q13224|Q14957|O15399|Q8TCU5|O60391|P30542|P08913|P18089|P18825|,OPRM1|SLC6A2|SLC6A4|HTR2C|OPRK1|OPRD1|CHRM3|CHRM1|TACR1|SCN2A|TRPV1|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B|ADORA1|ADRA2A|ADRA2B|ADRA2C|
DB00194,Vidarabine,,,
